"day"	"interval"	"steps"
2	655	0
2	700	0
2	705	0
2	710	0
2	715	58.5
2	720	0
2	725	17
2	730	60.5
2	735	13.5
2	740	35
2	745	22.5
2	750	4.5
2	755	40
2	800	69
2	805	47.5
2	810	278
2	815	376.5
2	820	373.5
2	825	365.5
2	830	374
2	835	354
2	840	188.5
2	845	95
2	850	332.5
2	855	23.5
2	900	8
2	905	0
2	910	21
2	915	30
2	920	8.5
2	925	0
2	930	0
2	935	0
2	940	5
2	945	13.5
2	950	0
2	955	23
2	1000	243.5
2	1005	178
2	1010	73
2	1015	0
2	1020	0
2	1025	0
2	1030	4
2	1035	40
2	1040	0
2	1045	0
2	1050	0
2	1055	0
2	1100	0
2	1105	0
2	1110	0
2	1115	0
2	1120	0
2	1125	0
2	1130	0
2	1135	0
2	1140	207.5
2	1145	135
2	1150	8.5
2	1155	0
2	1200	0
2	1205	0
2	1210	164
2	1215	14
2	1220	0
2	1225	24.5
2	1230	0
2	1235	0
2	1240	0
2	1245	0
2	1250	0
2	1255	0
2	1300	0
2	1305	0
2	1310	47.5
2	1315	0
2	1320	0
2	1325	0
2	1330	0
2	1335	0
2	1340	0
2	1345	0
2	1350	0
2	1355	0
2	1400	0
2	1405	8.5
2	1410	5.5
2	1415	10
2	1420	0
2	1425	0
2	1430	0
2	1435	23
2	1440	0
2	1445	0
2	1450	47
2	1455	0
2	1500	0
2	1505	36
2	1510	44.5
2	1515	0
2	1520	0
2	1525	0
2	1530	0
2	1535	0
2	1540	0
2	1545	0
2	1550	0
2	1555	0
2	1600	0
2	1605	0
2	1610	0
2	1615	7
2	1620	56
2	1625	62
2	1630	48.5
2	1635	0
2	1640	7.5
2	1645	0
2	1650	0
2	1655	0
2	1700	8.5
2	1705	0
2	1710	0
2	1715	0
2	1720	0
2	1725	0
2	1730	0
2	1735	0
2	1740	27
2	1745	65
2	1750	3
2	1755	28.5
2	1800	13.5
2	1805	0
2	1810	19
2	1815	26
2	1820	46.5
2	1825	26.5
2	1830	0
2	1835	27.5
2	1840	0
2	1845	37
2	1850	7
2	1855	0
2	1900	0
2	1905	0
2	1910	0
2	1915	0
2	1920	49
2	1925	28
2	1930	27
2	1935	25
2	1940	0
2	1945	20
2	1950	7.5
2	1955	7.5
2	2000	17.5
2	2005	0
2	2010	0
2	2015	0
2	2020	0
2	2025	0
2	2030	0
2	2035	0
2	2040	0
2	2045	12
2	2050	0
2	2055	0
2	2100	0
2	2105	0
2	2110	38.5
2	2115	0
2	2120	0
2	2125	0
2	2130	0
2	2135	0
2	2140	0
2	2145	0
2	2150	0
2	2155	0
2	2200	0
2	2205	0
2	2210	58.5
2	2215	4.5
2	2220	0
2	2225	0
2	2230	0
2	2235	0
2	2240	0
2	2245	0
2	2250	0
2	2255	0
2	2300	0
2	2305	0
2	2310	0
2	2315	0
2	2320	0
2	2325	0
2	2330	0
2	2335	0
2	2340	0
2	2345	0
2	2350	0
2	2355	0
3	0	0
3	5	0
3	10	0
3	15	0
3	20	0
3	25	0
3	30	0
3	35	0
3	40	0
3	45	0
3	50	0
3	55	0
3	100	0
3	105	0
3	110	0
3	115	0
3	120	0
3	125	0
3	130	0
3	135	0
3	140	0
3	145	0
3	150	0
3	155	0
3	200	0
3	205	0
3	210	0
3	215	0
3	220	0
3	225	0
3	230	0
3	235	0
3	240	0
3	245	0
3	250	0
3	255	0
3	300	0
3	305	0
3	310	0
3	315	0
3	320	0
3	325	0
3	330	0
3	335	0
3	340	0
3	345	0
3	350	0
3	355	0
3	400	0
3	405	0
3	410	2
3	415	0
3	420	0
3	425	0
3	430	18
3	435	0
3	440	0
3	445	0
3	450	0
3	455	0
3	500	0
3	505	0
3	510	0
3	515	0
3	520	0
3	525	0
3	530	0
3	535	12.5
3	540	0
3	545	0
3	550	45
3	555	205.5
3	600	206.5
3	605	207.5
3	610	259.5
3	615	264.5
3	620	306.5
3	625	281
3	630	306
3	635	267
3	640	161.5
3	645	300
3	650	266.5
3	655	125.5
3	700	40
3	705	28.5
3	710	16
3	715	40
3	720	5
3	725	24.5
3	730	97
3	735	23
3	740	21.5
3	745	26.5
3	750	63
3	755	24.5
3	800	86.5
3	805	31
3	810	15.5
3	815	16
3	820	56
3	825	42
3	830	93
3	835	9.5
3	840	36.5
3	845	120.5
3	850	262.5
3	855	254
3	900	99
3	905	229
3	910	221.5
3	915	272.5
3	920	488.5
3	925	389
3	930	248
3	935	240
3	940	33.5
3	945	0
3	950	0
3	955	0
3	1000	0
3	1005	0
3	1010	0
3	1015	20
3	1020	0
3	1025	0
3	1030	0
3	1035	0
3	1040	0
3	1045	0
3	1050	0
3	1055	0
3	1100	0
3	1105	0
3	1110	0
3	1115	0
3	1120	0
3	1125	14.5
3	1130	6
3	1135	66
3	1140	40.5
3	1145	21.5
3	1150	27
3	1155	92
3	1200	100.5
3	1205	0
3	1210	0
3	1215	25
3	1220	133
3	1225	32.5
3	1230	7.5
3	1235	0
3	1240	26
3	1245	0
3	1250	26
3	1255	47
3	1300	129.5
3	1305	34.5
3	1310	0
3	1315	77
3	1320	16.5
3	1325	8
3	1330	39.5
3	1335	59.5
3	1340	0
3	1345	49.5
3	1350	70.5
3	1355	33
3	1400	0
3	1405	38.5
3	1410	15.5
3	1415	6
3	1420	15
3	1425	20.5
3	1430	25
3	1435	0
3	1440	0
3	1445	0
3	1450	12
3	1455	10.5
3	1500	0
3	1505	0
3	1510	0
3	1515	0
3	1520	0
3	1525	0
3	1530	0
3	1535	57
3	1540	0
3	1545	44
3	1550	77
3	1555	0
3	1600	10
3	1605	0
3	1610	0
3	1615	0
3	1620	0
3	1625	0
3	1630	10
3	1635	23.5
3	1640	12
3	1645	33.5
3	1650	0
3	1655	0
3	1700	0
3	1705	0
3	1710	142
3	1715	86.5
3	1720	108.5
3	1725	40
3	1730	0
3	1735	96.5
3	1740	287.5
3	1745	51.5
3	1750	66
3	1755	102
3	1800	131.5
3	1805	147.5
3	1810	196
3	1815	162
3	1820	25.5
3	1825	18
3	1830	56
3	1835	13
3	1840	15
3	1845	4
3	1850	19.5
3	1855	42.5
3	1900	43
3	1905	51.5
3	1910	0
3	1915	37.5
3	1920	2.5
3	1925	0
3	1930	96.5
3	1935	34.5
3	1940	45
3	1945	45
3	1950	0
3	1955	0
3	2000	17
3	2005	0
3	2010	0
3	2015	0
3	2020	0
3	2025	18
3	2030	36.5
3	2035	4.5
3	2040	0
3	2045	0
3	2050	37
3	2055	9
3	2100	36
3	2105	0
3	2110	0
3	2115	0
3	2120	0
3	2125	0
3	2130	45
3	2135	64
3	2140	23
3	2145	0
3	2150	0
3	2155	0
3	2200	0
3	2205	0
3	2210	0
3	2215	0
3	2220	0
3	2225	0
3	2230	0
3	2235	0
3	2240	0
3	2245	0
3	2250	0
3	2255	0
3	2300	0
3	2305	0
3	2310	0
3	2315	0
3	2320	0
3	2325	0
3	2330	0
3	2335	0
3	2340	0
3	2345	4
3	2350	0
3	2355	0
4	0	NA
4	5	NA
4	10	NA
4	15	NA
4	20	NA
4	25	NA
4	30	NA
4	35	NA
4	40	NA
4	45	NA
4	50	NA
4	55	NA
4	100	NA
4	105	NA
4	110	NA
4	115	NA
4	120	NA
4	125	NA
4	130	NA
4	135	NA
4	140	NA
4	145	NA
4	150	NA
4	155	NA
4	200	NA
4	205	NA
4	210	NA
4	215	NA
4	220	NA
4	225	NA
4	230	NA
4	235	NA
4	240	NA
4	245	NA
4	250	NA
4	255	NA
4	300	NA
4	305	NA
4	310	NA
4	315	NA
4	320	NA
4	325	NA
4	330	NA
4	335	NA
4	340	NA
4	345	NA
4	350	NA
4	355	NA
4	400	NA
4	405	NA
4	410	NA
4	415	NA
4	420	NA
4	425	NA
4	430	NA
4	435	NA
4	440	NA
4	445	NA
4	450	NA
4	455	NA
4	500	NA
4	505	NA
4	510	NA
4	515	NA
4	520	NA
4	525	NA
4	530	NA
4	535	NA
4	540	NA
4	545	NA
4	550	NA
4	555	NA
4	600	NA
4	605	NA
4	610	NA
4	615	NA
4	620	NA
4	625	NA
4	630	NA
4	635	NA
4	640	NA
4	645	NA
4	650	NA
4	655	NA
4	700	NA
4	705	NA
4	710	NA
4	715	NA
4	720	NA
4	725	NA
4	730	NA
4	735	NA
4	740	NA
4	745	NA
4	750	NA
4	755	NA
4	800	NA
4	805	NA
4	810	NA
4	815	NA
4	820	NA
4	825	NA
4	830	NA
4	835	NA
4	840	NA
4	845	NA
4	850	NA
4	855	NA
4	900	NA
4	905	NA
4	910	NA
4	915	NA
4	920	NA
4	925	NA
4	930	NA
4	935	NA
4	940	NA
4	945	NA
4	950	NA
4	955	NA
4	1000	NA
4	1005	NA
4	1010	NA
4	1015	NA
4	1020	NA
4	1025	NA
4	1030	NA
4	1035	NA
4	1040	NA
4	1045	NA
4	1050	NA
4	1055	NA
4	1100	NA
4	1105	NA
4	1110	NA
4	1115	NA
4	1120	NA
4	1125	NA
4	1130	NA
4	1135	NA
4	1140	NA
4	1145	NA
4	1150	NA
4	1155	NA
4	1200	NA
4	1205	NA
4	1210	NA
4	1215	NA
4	1220	NA
4	1225	NA
4	1230	NA
4	1235	NA
4	1240	NA
4	1245	NA
4	1250	NA
4	1255	NA
4	1300	NA
4	1305	NA
4	1310	NA
4	1315	NA
4	1320	NA
4	1325	NA
4	1330	NA
4	1335	NA
4	1340	NA
4	1345	NA
4	1350	NA
4	1355	NA
4	1400	NA
4	1405	NA
4	1410	NA
4	1415	NA
4	1420	NA
4	1425	NA
4	1430	NA
4	1435	NA
4	1440	NA
4	1445	NA
4	1450	NA
4	1455	NA
4	1500	NA
4	1505	NA
4	1510	NA
4	1515	NA
4	1520	NA
4	1525	NA
4	1530	NA
4	1535	NA
4	1540	NA
4	1545	NA
4	1550	NA
4	1555	NA
4	1600	NA
4	1605	NA
4	1610	NA
4	1615	NA
4	1620	NA
4	1625	NA
4	1630	NA
4	1635	NA
4	1640	NA
4	1645	NA
4	1650	NA
4	1655	NA
4	1700	NA
4	1705	NA
4	1710	NA
4	1715	NA
4	1720	NA
4	1725	NA
4	1730	NA
4	1735	NA
4	1740	NA
4	1745	NA
4	1750	NA
4	1755	NA
4	1800	NA
4	1805	NA
4	1810	NA
4	1815	NA
4	1820	NA
4	1825	NA
4	1830	NA
4	1835	NA
4	1840	NA
4	1845	NA
4	1850	NA
4	1855	NA
4	1900	NA
4	1905	NA
4	1910	NA
4	1915	NA
4	1920	NA
4	1925	NA
4	1930	NA
4	1935	NA
4	1940	NA
4	1945	NA
4	1950	NA
4	1955	NA
4	2000	NA
4	2005	NA
4	2010	NA
4	2015	NA
4	2020	NA
4	2025	NA
4	2030	NA
4	2035	NA
4	2040	NA
4	2045	NA
4	2050	NA
4	2055	NA
4	2100	NA
4	2105	NA
4	2110	NA
4	2115	NA
4	2120	NA
4	2125	NA
4	2130	NA
4	2135	NA
4	2140	NA
4	2145	NA
4	2150	NA
4	2155	NA
4	2200	NA
4	2205	NA
4	2210	NA
4	2215	NA
4	2220	NA
4	2225	NA
4	2230	NA
4	2235	NA
4	2240	NA
4	2245	NA
4	2250	NA
4	2255	NA
4	2300	NA
4	2305	NA
4	2310	NA
4	2315	NA
4	2320	NA
4	2325	NA
4	2330	NA
4	2335	NA
4	2340	NA
4	2345	NA
4	2350	NA
4	2355	NA
5	0	0
5	5	0
5	10	0
5	15	0
5	20	0
5	25	0
5	30	0
5	35	0
5	40	0
5	45	0
5	50	0
5	55	0
5	100	0
5	105	0
5	110	0
5	115	0
5	120	0
5	125	0
5	130	0
5	135	0
5	140	0
5	145	4.5
5	150	7
5	155	0
5	200	0
5	205	0
5	210	0
5	215	0
5	220	0
5	225	3.5
5	230	0
5	235	0
5	240	0
5	245	0
5	250	13.5
5	255	0
5	300	0
5	305	0
5	310	0
5	315	0
5	320	0
5	325	0
5	330	0
5	335	0
5	340	0
5	345	0
5	350	0
5	355	0
5	400	0
5	405	19.5
5	410	0
5	415	0
5	420	0
5	425	0
5	430	0
5	435	0
5	440	0
5	445	0
5	450	0
5	455	0
5	500	0
5	505	13.5
5	510	0
5	515	0
5	520	0
5	525	0
5	530	0
5	535	0
5	540	0
5	545	0
5	550	0
5	555	26
5	600	18
5	605	0
5	610	0
5	615	14
5	620	33.5
5	625	59.5
5	630	3.5
5	635	10.5
5	640	14.5
5	645	34
5	650	14.5
5	655	0
5	700	5.5
5	705	9.5
5	710	42
5	715	80.5
5	720	23
5	725	25
5	730	63
5	735	15
5	740	13
5	745	16.5
5	750	104
5	755	46
5	800	57
5	805	18
5	810	14
5	815	64.5
5	820	291.5
5	825	246.5
5	830	242.5
5	835	300.5
5	840	262
5	845	297
5	850	288
5	855	288
5	900	446.5
5	905	567
5	910	467
5	915	395
5	920	309
5	925	392.5
5	930	380
5	935	342
5	940	75.5
5	945	303
5	950	254
5	955	50.5
5	1000	0
5	1005	0
5	1010	0
5	1015	0
5	1020	84
5	1025	0
5	1030	0
5	1035	0
5	1040	0
5	1045	0
5	1050	0
5	1055	0
5	1100	0
5	1105	0
5	1110	0
5	1115	0
5	1120	0
5	1125	0
5	1130	0
5	1135	0
5	1140	0
5	1145	0
5	1150	0
5	1155	0
5	1200	69
5	1205	343
5	1210	309.5
5	1215	198
5	1220	191.5
5	1225	12
5	1230	277
5	1235	257.5
5	1240	84
5	1245	25
5	1250	6
5	1255	0
5	1300	0
5	1305	0
5	1310	0
5	1315	0
5	1320	174.5
5	1325	170.5
5	1330	0
5	1335	0
5	1340	0
5	1345	0
5	1350	0
5	1355	79
5	1400	272.5
5	1405	41
5	1410	0
5	1415	52.5
5	1420	0
5	1425	0
5	1430	0
5	1435	0
5	1440	0
5	1445	0
5	1450	0
5	1455	0
5	1500	0
5	1505	0
5	1510	0
5	1515	0
5	1520	0
5	1525	0
5	1530	0
5	1535	0
5	1540	163
5	1545	86
5	1550	166
5	1555	201
5	1600	48.5
5	1605	13.5
5	1610	0
5	1615	0
5	1620	0
5	1625	11
5	1630	0
5	1635	0
5	1640	0
5	1645	8
5	1650	9.5
5	1655	0
5	1700	15
5	1705	28.5
5	1710	38
5	1715	128.5
5	1720	64
5	1725	54.5
5	1730	85
5	1735	42
5	1740	6
5	1745	5
5	1750	46
5	1755	5
5	1800	32.5
5	1805	20
5	1810	39
5	1815	14.5
5	1820	20.5
5	1825	20
5	1830	59.5
5	1835	69
5	1840	28
5	1845	57.5
5	1850	35
5	1855	13
5	1900	36
5	1905	29
5	1910	37.5
5	1915	52.5
5	1920	0
5	1925	4.5
5	1930	0
5	1935	73
5	1940	0
5	1945	0
5	1950	0
5	1955	0
5	2000	0
5	2005	0
5	2010	0
5	2015	0
5	2020	0
5	2025	0
5	2030	0
5	2035	35.5
5	2040	0
5	2045	0
5	2050	16.5
5	2055	33
5	2100	0
5	2105	0
5	2110	33
5	2115	27.5
5	2120	35
5	2125	51
5	2130	39.5
5	2135	0
5	2140	0
5	2145	0
5	2150	0
5	2155	0
5	2200	0
5	2205	0
5	2210	0
5	2215	0
5	2220	0
5	2225	0
5	2230	0
5	2235	0
5	2240	0
5	2245	0
5	2250	0
5	2255	0
5	2300	0
5	2305	0
5	2310	0
5	2315	0
5	2320	0
5	2325	0
5	2330	0
5	2335	0
5	2340	0
5	2345	0
5	2350	0
5	2355	0
6	0	0
6	5	0
6	10	0
6	15	0
6	20	0
6	25	0
6	30	0
6	35	0
6	40	0
6	45	0
6	50	0
6	55	0
6	100	0
6	105	0
6	110	0
6	115	0
6	120	0
6	125	0
6	130	0
6	135	0
6	140	0
6	145	0
6	150	0
6	155	0
6	200	0
6	205	0
6	210	0
6	215	0
6	220	0
6	225	0
6	230	0
6	235	0
6	240	0
6	245	0
6	250	0
6	255	0
6	300	0
6	305	0
6	310	0
6	315	0
6	320	0
6	325	0
6	330	20
6	335	5.5
6	340	0
6	345	0
6	350	0
6	355	0
6	400	0
6	405	0
6	410	0
6	415	0
6	420	0
6	425	9.5
6	430	33.5
6	435	0
6	440	0
6	445	0
6	450	0
6	455	0
6	500	0
6	505	0
6	510	0
6	515	0
6	520	0
6	525	0
6	530	0
6	535	0
6	540	13.5
6	545	0
6	550	0
6	555	0
6	600	0
6	605	0
6	610	0
6	615	18
6	620	35.5
6	625	43
6	630	0
6	635	9.5
6	640	33
6	645	25.5
6	650	99
6	655	74.5
6	700	288
6	705	123.5
6	710	15.5
6	715	26
6	720	0
6	725	52
6	730	96.5
6	735	29
6	740	8.5
6	745	255.5
6	750	352.5
6	755	186
6	800	16
6	805	139.5
6	810	220
6	815	74.5
6	820	0
6	825	41
6	830	53
6	835	112.5
6	840	132.5
6	845	118
6	850	25
6	855	191
6	900	231.5
6	905	82.5
6	910	32.5
6	915	86.5
6	920	21.5
6	925	0
6	930	0
6	935	0
6	940	0
6	945	0
6	950	4.5
6	955	0
6	1000	8
6	1005	13
6	1010	119
6	1015	12
6	1020	74.5
6	1025	67.5
6	1030	0
6	1035	0
6	1040	0
6	1045	0
6	1050	0
6	1055	0
6	1100	0
6	1105	0
6	1110	3
6	1115	5.5
6	1120	0
6	1125	0
6	1130	0
6	1135	47.5
6	1140	41
6	1145	3.5
6	1150	16.5
6	1155	36
6	1200	110.5
6	1205	270
6	1210	435
6	1215	236
6	1220	200
6	1225	60.5
6	1230	35.5
6	1235	5
6	1240	43.5
6	1245	226
6	1250	256
6	1255	232.5
6	1300	242.5
6	1305	175.5
6	1310	257.5
6	1315	255.5
6	1320	400
6	1325	327
6	1330	162.5
6	1335	6
6	1340	12
6	1345	24
6	1350	72.5
6	1355	7.5
6	1400	0
6	1405	21.5
6	1410	33.5
6	1415	65.5
6	1420	0
6	1425	5
6	1430	4.5
6	1435	15.5
6	1440	15
6	1445	32
6	1450	57.5
6	1455	12.5
6	1500	0
6	1505	51.5
6	1510	0
6	1515	0
6	1520	94
6	1525	47
6	1530	0
6	1535	50.5
6	1540	0
6	1545	0
6	1550	0
6	1555	0
6	1600	13.5
6	1605	13.5
6	1610	0
6	1615	0
6	1620	4.5
6	1625	59
6	1630	4
6	1635	101.5
6	1640	17.5
6	1645	0
6	1650	218
6	1655	98.5
6	1700	0
6	1705	0
6	1710	0
6	1715	46.5
6	1720	0
6	1725	0
6	1730	6.5
6	1735	0
6	1740	36.5
6	1745	40
6	1750	0
6	1755	15
6	1800	43
6	1805	53
6	1810	102.5
6	1815	211
6	1820	273
6	1825	287
6	1830	266.5
6	1835	222
6	1840	268.5
6	1845	159.5
6	1850	55
6	1855	49
6	1900	72
6	1905	77.5
6	1910	49.5
6	1915	0
6	1920	0
6	1925	14
6	1930	27.5
6	1935	61.5
6	1940	52
6	1945	19.5
6	1950	0
6	1955	0
6	2000	0
6	2005	0
6	2010	16.5
6	2015	59
6	2020	0
6	2025	3
6	2030	0
6	2035	131
6	2040	16.5
6	2045	23
6	2050	17.5
6	2055	19.5
6	2100	0
6	2105	0
6	2110	0
6	2115	0
6	2120	0
6	2125	0
6	2130	0
6	2135	0
6	2140	0
6	2145	0
6	2150	0
6	2155	0
6	2200	0
6	2205	0
6	2210	0
6	2215	0
6	2220	0
6	2225	0
6	2230	0
6	2235	0
6	2240	0
6	2245	0
6	2250	0
6	2255	0
6	2300	0
6	2305	17
6	2310	0
6	2315	0
6	2320	0
6	2325	21.5
6	2330	19
6	2335	23
6	2340	32
6	2345	0
6	2350	0
6	2355	0
7	0	0
7	5	0
7	10	0
7	15	0
7	20	0
7	25	0
7	30	0
7	35	0
7	40	0
7	45	0
7	50	0
7	55	3.5
7	100	0
7	105	18
7	110	0
7	115	0
7	120	0
7	125	0
7	130	4
7	135	0
7	140	0
7	145	5.5
7	150	0
7	155	0
7	200	0
7	205	0
7	210	0
7	215	0
7	220	0
7	225	0
7	230	0
7	235	0
7	240	0
7	245	0
7	250	0
7	255	0
7	300	0
7	305	0
7	310	0
7	315	0
7	320	0
7	325	0
7	330	0
7	335	0
7	340	0
7	345	0
7	350	0
7	355	0
7	400	0
7	405	0
7	410	0
7	415	0
7	420	0
7	425	0
7	430	0
7	435	0
7	440	18
7	445	0
7	450	0
7	455	0
7	500	0
7	505	0
7	510	0
7	515	0
7	520	0
7	525	0
7	530	0
7	535	0
7	540	0
7	545	0
7	550	0
7	555	0
7	600	0
7	605	0
7	610	7.5
7	615	39
7	620	6.5
7	625	3.5
7	630	95.5
7	635	15.5
7	640	6.5
7	645	27
7	650	33.5
7	655	66
7	700	51
7	705	32.5
7	710	41.5
7	715	0
7	720	81
7	725	33
7	730	0
7	735	5
7	740	40.5
7	745	71
7	750	59.5
7	755	158.5
7	800	153.5
7	805	56
7	810	0.5
7	815	210
7	820	371
7	825	315.5
7	830	232.5
7	835	345
7	840	372.5
7	845	349
7	850	383
7	855	253.5
7	900	25.5
7	905	0
7	910	124.5
7	915	228
7	920	140.5
7	925	151
7	930	44
7	935	62
7	940	56.5
7	945	137
7	950	44.5
7	955	136.5
7	1000	144.5
7	1005	210.5
7	1010	359
7	1015	285.5
7	1020	281.5
7	1025	207
7	1030	78
7	1035	17
7	1040	0
7	1045	0
7	1050	0
7	1055	9.5
7	1100	0
7	1105	8
7	1110	0
7	1115	0
7	1120	0
7	1125	34
7	1130	32
7	1135	0
7	1140	59
7	1145	13
7	1150	65.5
7	1155	17
7	1200	51
7	1205	17
7	1210	27.5
7	1215	201.5
7	1220	121
7	1225	78
7	1230	251.5
7	1235	37.5
7	1240	17.5
7	1245	26.5
7	1250	7.5
7	1255	6
7	1300	38
7	1305	73.5
7	1310	85.5
7	1315	3.5
7	1320	0
7	1325	49
7	1330	28
7	1335	0
7	1340	0
7	1345	0
7	1350	0
7	1355	11
7	1400	8
7	1405	0
7	1410	0
7	1415	0
7	1420	0
7	1425	5.5
7	1430	5.5
7	1435	0
7	1440	0
7	1445	0
7	1450	0
7	1455	0
7	1500	0
7	1505	0
7	1510	32.5
7	1515	3.5
7	1520	71.5
7	1525	30
7	1530	8.5
7	1535	0
7	1540	0
7	1545	173
7	1550	0
7	1555	0
7	1600	0
7	1605	0
7	1610	6
7	1615	12.5
7	1620	15
7	1625	25
7	1630	0
7	1635	41.5
7	1640	6.5
7	1645	73
7	1650	211
7	1655	226.5
7	1700	205.5
7	1705	259
7	1710	319
7	1715	206.5
7	1720	10
7	1725	82.5
7	1730	0
7	1735	39.5
7	1740	133.5
7	1745	316.5
7	1750	53.5
7	1755	0
7	1800	48.5
7	1805	15
7	1810	9
7	1815	38.5
7	1820	0
7	1825	0
7	1830	0
7	1835	69
7	1840	112.5
